learning_objective_code	prerequisite_lo_code	rationale	source_layer
ULO-STROKE_PROPERTIES-02	ULO-STROKE_PROPERTIES-01	Bloom progression within concept STROKE_PROPERTIES	L3-LLM
ULO-STROKE_PROPERTIES-03	ULO-STROKE_PROPERTIES-02	Bloom progression within concept STROKE_PROPERTIES	L3-LLM
ULO-STROKE_PROPERTIES-04	ULO-STROKE_PROPERTIES-03	Bloom progression within concept STROKE_PROPERTIES	L3-LLM
ULO-STRUCTURAL_PATTERNS-02	ULO-STRUCTURAL_PATTERNS-01	Bloom progression within concept STRUCTURAL_PATTERNS	L3-LLM
ULO-STRUCTURAL_PATTERNS-03	ULO-STRUCTURAL_PATTERNS-02	Bloom progression within concept STRUCTURAL_PATTERNS	L3-LLM
ULO-STRUCTURAL_PATTERNS-04	ULO-STRUCTURAL_PATTERNS-03	Bloom progression within concept STRUCTURAL_PATTERNS	L3-LLM
ULO-SUBNETTING-02	ULO-SUBNETTING-01	Bloom progression within concept SUBNETTING	L3-LLM
ULO-SUBNETTING-03	ULO-SUBNETTING-02	Bloom progression within concept SUBNETTING	L3-LLM
ULO-SUBNETTING-04	ULO-SUBNETTING-03	Bloom progression within concept SUBNETTING	L3-LLM
ULO-SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI-02	ULO-SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI-01	Bloom progression within concept SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI	L3-LLM
ULO-SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI-03	ULO-SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI-02	Bloom progression within concept SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI	L3-LLM
ULO-SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI-04	ULO-SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI-03	Bloom progression within concept SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI	L3-LLM
ULO-SWARM_INTELLIGENCE_OPTIMIZATION-02	ULO-SWARM_INTELLIGENCE_OPTIMIZATION-01	Bloom progression within concept SWARM_INTELLIGENCE_OPTIMIZATION	L3-LLM
ULO-SWARM_INTELLIGENCE_OPTIMIZATION-03	ULO-SWARM_INTELLIGENCE_OPTIMIZATION-02	Bloom progression within concept SWARM_INTELLIGENCE_OPTIMIZATION	L3-LLM
ULO-SWARM_INTELLIGENCE_OPTIMIZATION-04	ULO-SWARM_INTELLIGENCE_OPTIMIZATION-03	Bloom progression within concept SWARM_INTELLIGENCE_OPTIMIZATION	L3-LLM
ULO-SWARM_ROBOTICS_FORMATION_CONTROL-02	ULO-SWARM_ROBOTICS_FORMATION_CONTROL-01	Bloom progression within concept SWARM_ROBOTICS_FORMATION_CONTROL	L3-LLM
ULO-SWARM_ROBOTICS_FORMATION_CONTROL-03	ULO-SWARM_ROBOTICS_FORMATION_CONTROL-02	Bloom progression within concept SWARM_ROBOTICS_FORMATION_CONTROL	L3-LLM
ULO-SWARM_ROBOTICS_FORMATION_CONTROL-04	ULO-SWARM_ROBOTICS_FORMATION_CONTROL-03	Bloom progression within concept SWARM_ROBOTICS_FORMATION_CONTROL	L3-LLM
ULO-SWITCH_CASE-02	ULO-SWITCH_CASE-01	Bloom progression within concept SWITCH_CASE	L3-LLM
ULO-SWITCH_CASE-03	ULO-SWITCH_CASE-02	Bloom progression within concept SWITCH_CASE	L3-LLM
ULO-SWITCH_CASE-04	ULO-SWITCH_CASE-03	Bloom progression within concept SWITCH_CASE	L3-LLM
ULO-SYNTAX_ERRORS-02	ULO-SYNTAX_ERRORS-01	Bloom progression within concept SYNTAX_ERRORS	L3-LLM
ULO-SYNTAX_ERRORS-03	ULO-SYNTAX_ERRORS-02	Bloom progression within concept SYNTAX_ERRORS	L3-LLM
ULO-SYNTAX_ERRORS-04	ULO-SYNTAX_ERRORS-03	Bloom progression within concept SYNTAX_ERRORS	L3-LLM
ULO-TAP_GESTURE-02	ULO-TAP_GESTURE-01	Bloom progression within concept TAP_GESTURE	L3-LLM
ULO-TAP_GESTURE-03	ULO-TAP_GESTURE-02	Bloom progression within concept TAP_GESTURE	L3-LLM
ULO-TAP_GESTURE-04	ULO-TAP_GESTURE-03	Bloom progression within concept TAP_GESTURE	L3-LLM
ULO-TCP_HANDSHAKE-02	ULO-TCP_HANDSHAKE-01	Bloom progression within concept TCP_HANDSHAKE	L3-LLM
ULO-TCP_HANDSHAKE-03	ULO-TCP_HANDSHAKE-02	Bloom progression within concept TCP_HANDSHAKE	L3-LLM
ULO-TCP_HANDSHAKE-04	ULO-TCP_HANDSHAKE-03	Bloom progression within concept TCP_HANDSHAKE	L3-LLM
ULO-TCP_IP_MODEL-02	ULO-TCP_IP_MODEL-01	Bloom progression within concept TCP_IP_MODEL	L3-LLM
ULO-TCP_IP_MODEL-03	ULO-TCP_IP_MODEL-02	Bloom progression within concept TCP_IP_MODEL	L3-LLM
ULO-TCP_IP_MODEL-04	ULO-TCP_IP_MODEL-03	Bloom progression within concept TCP_IP_MODEL	L3-LLM
ULO-TEMP_HUMIDITY_SENSORS-02	ULO-TEMP_HUMIDITY_SENSORS-01	Bloom progression within concept TEMP_HUMIDITY_SENSORS	L3-LLM
ULO-TEMP_HUMIDITY_SENSORS-03	ULO-TEMP_HUMIDITY_SENSORS-02	Bloom progression within concept TEMP_HUMIDITY_SENSORS	L3-LLM
ULO-TEMP_HUMIDITY_SENSORS-04	ULO-TEMP_HUMIDITY_SENSORS-03	Bloom progression within concept TEMP_HUMIDITY_SENSORS	L3-LLM
ULO-THREAT_MODELING_ASSESSMENT-02	ULO-THREAT_MODELING_ASSESSMENT-01	Bloom progression within concept THREAT_MODELING_ASSESSMENT	L3-LLM
ULO-THREAT_MODELING_ASSESSMENT-03	ULO-THREAT_MODELING_ASSESSMENT-02	Bloom progression within concept THREAT_MODELING_ASSESSMENT	L3-LLM
ULO-THREAT_MODELING_ASSESSMENT-04	ULO-THREAT_MODELING_ASSESSMENT-03	Bloom progression within concept THREAT_MODELING_ASSESSMENT	L3-LLM
ULO-TINYML_INFERENCE-02	ULO-TINYML_INFERENCE-01	Bloom progression within concept TINYML_INFERENCE	L3-LLM
ULO-TINYML_INFERENCE-03	ULO-TINYML_INFERENCE-02	Bloom progression within concept TINYML_INFERENCE	L3-LLM
ULO-TINYML_INFERENCE-04	ULO-TINYML_INFERENCE-03	Bloom progression within concept TINYML_INFERENCE	L3-LLM
ULO-TINY_MLOPS_LIFECYCLE_MANAGEMENT-02	ULO-TINY_MLOPS_LIFECYCLE_MANAGEMENT-01	Bloom progression within concept TINY_MLOPS_LIFECYCLE_MANAGEMENT	L3-LLM
ULO-TINY_MLOPS_LIFECYCLE_MANAGEMENT-03	ULO-TINY_MLOPS_LIFECYCLE_MANAGEMENT-02	Bloom progression within concept TINY_MLOPS_LIFECYCLE_MANAGEMENT	L3-LLM
ULO-TINY_MLOPS_LIFECYCLE_MANAGEMENT-04	ULO-TINY_MLOPS_LIFECYCLE_MANAGEMENT-03	Bloom progression within concept TINY_MLOPS_LIFECYCLE_MANAGEMENT	L3-LLM
ULO-TRANSFORMATION_OPERATIONS-02	ULO-TRANSFORMATION_OPERATIONS-01	Bloom progression within concept TRANSFORMATION_OPERATIONS	L3-LLM
ULO-TRANSFORMATION_OPERATIONS-03	ULO-TRANSFORMATION_OPERATIONS-02	Bloom progression within concept TRANSFORMATION_OPERATIONS	L3-LLM
ULO-TRANSFORMATION_OPERATIONS-04	ULO-TRANSFORMATION_OPERATIONS-03	Bloom progression within concept TRANSFORMATION_OPERATIONS	L3-LLM
ULO-TRANSFORMER_ARCHITECTURE-02	ULO-TRANSFORMER_ARCHITECTURE-01	Bloom progression within concept TRANSFORMER_ARCHITECTURE	L3-LLM
ULO-TRANSFORMER_ARCHITECTURE-03	ULO-TRANSFORMER_ARCHITECTURE-02	Bloom progression within concept TRANSFORMER_ARCHITECTURE	L3-LLM
ULO-TRANSFORMER_ARCHITECTURE-04	ULO-TRANSFORMER_ARCHITECTURE-03	Bloom progression within concept TRANSFORMER_ARCHITECTURE	L3-LLM
ULO-TROUBLESHOOTING_METHODOLOGY_CONCEPT-02	ULO-TROUBLESHOOTING_METHODOLOGY_CONCEPT-01	Bloom progression within concept TROUBLESHOOTING_METHODOLOGY_CONCEPT	L3-LLM
ULO-TROUBLESHOOTING_METHODOLOGY_CONCEPT-03	ULO-TROUBLESHOOTING_METHODOLOGY_CONCEPT-02	Bloom progression within concept TROUBLESHOOTING_METHODOLOGY_CONCEPT	L3-LLM
ULO-TROUBLESHOOTING_METHODOLOGY_CONCEPT-04	ULO-TROUBLESHOOTING_METHODOLOGY_CONCEPT-03	Bloom progression within concept TROUBLESHOOTING_METHODOLOGY_CONCEPT	L3-LLM
ULO-TRUTH_TABLES-02	ULO-TRUTH_TABLES-01	Bloom progression within concept TRUTH_TABLES	L3-LLM
ULO-TRUTH_TABLES-03	ULO-TRUTH_TABLES-02	Bloom progression within concept TRUTH_TABLES	L3-LLM
ULO-TRUTH_TABLES-04	ULO-TRUTH_TABLES-03	Bloom progression within concept TRUTH_TABLES	L3-LLM
ULO-TWO_FACTOR_AUTH-02	ULO-TWO_FACTOR_AUTH-01	Bloom progression within concept TWO_FACTOR_AUTH	L3-LLM
ULO-TWO_FACTOR_AUTH-03	ULO-TWO_FACTOR_AUTH-02	Bloom progression within concept TWO_FACTOR_AUTH	L3-LLM
ULO-TWO_FACTOR_AUTH-04	ULO-TWO_FACTOR_AUTH-03	Bloom progression within concept TWO_FACTOR_AUTH	L3-LLM
ULO-TWO_WAY_BINDING-02	ULO-TWO_WAY_BINDING-01	Bloom progression within concept TWO_WAY_BINDING	L3-LLM
ULO-TWO_WAY_BINDING-03	ULO-TWO_WAY_BINDING-02	Bloom progression within concept TWO_WAY_BINDING	L3-LLM
ULO-TWO_WAY_BINDING-04	ULO-TWO_WAY_BINDING-03	Bloom progression within concept TWO_WAY_BINDING	L3-LLM
ULO-TYPES_OF_AI-02	ULO-TYPES_OF_AI-01	Bloom progression within concept TYPES_OF_AI	L3-LLM
ULO-TYPES_OF_AI-03	ULO-TYPES_OF_AI-02	Bloom progression within concept TYPES_OF_AI	L3-LLM
ULO-TYPES_OF_AI-04	ULO-TYPES_OF_AI-03	Bloom progression within concept TYPES_OF_AI	L3-LLM
ULO-TYPE_SYSTEMS_AND_SAFETY-02	ULO-TYPE_SYSTEMS_AND_SAFETY-01	Bloom progression within concept TYPE_SYSTEMS_AND_SAFETY	L3-LLM
ULO-TYPE_SYSTEMS_AND_SAFETY-03	ULO-TYPE_SYSTEMS_AND_SAFETY-02	Bloom progression within concept TYPE_SYSTEMS_AND_SAFETY	L3-LLM
ULO-TYPE_SYSTEMS_AND_SAFETY-04	ULO-TYPE_SYSTEMS_AND_SAFETY-03	Bloom progression within concept TYPE_SYSTEMS_AND_SAFETY	L3-LLM
ULO-TYPOGRAPHY_AND_VISUAL_HIERARCHY-02	ULO-TYPOGRAPHY_AND_VISUAL_HIERARCHY-01	Bloom progression within concept TYPOGRAPHY_AND_VISUAL_HIERARCHY	L3-LLM
ULO-TYPOGRAPHY_AND_VISUAL_HIERARCHY-03	ULO-TYPOGRAPHY_AND_VISUAL_HIERARCHY-02	Bloom progression within concept TYPOGRAPHY_AND_VISUAL_HIERARCHY	L3-LLM
ULO-TYPOGRAPHY_AND_VISUAL_HIERARCHY-04	ULO-TYPOGRAPHY_AND_VISUAL_HIERARCHY-03	Bloom progression within concept TYPOGRAPHY_AND_VISUAL_HIERARCHY	L3-LLM
ULO-UAV_FLIGHT_DYNAMICS_AND_CONTROL-02	ULO-UAV_FLIGHT_DYNAMICS_AND_CONTROL-01	Bloom progression within concept UAV_FLIGHT_DYNAMICS_AND_CONTROL	L3-LLM
ULO-UAV_FLIGHT_DYNAMICS_AND_CONTROL-03	ULO-UAV_FLIGHT_DYNAMICS_AND_CONTROL-02	Bloom progression within concept UAV_FLIGHT_DYNAMICS_AND_CONTROL	L3-LLM
ULO-UAV_FLIGHT_DYNAMICS_AND_CONTROL-04	ULO-UAV_FLIGHT_DYNAMICS_AND_CONTROL-03	Bloom progression within concept UAV_FLIGHT_DYNAMICS_AND_CONTROL	L3-LLM
ULO-ULTRA_LOW_LATENCY_HFT_ARCHITECTURE-02	ULO-ULTRA_LOW_LATENCY_HFT_ARCHITECTURE-01	Bloom progression within concept ULTRA_LOW_LATENCY_HFT_ARCHITECTURE	L3-LLM
ULO-ULTRA_LOW_LATENCY_HFT_ARCHITECTURE-03	ULO-ULTRA_LOW_LATENCY_HFT_ARCHITECTURE-02	Bloom progression within concept ULTRA_LOW_LATENCY_HFT_ARCHITECTURE	L3-LLM
ULO-ULTRA_LOW_LATENCY_HFT_ARCHITECTURE-04	ULO-ULTRA_LOW_LATENCY_HFT_ARCHITECTURE-03	Bloom progression within concept ULTRA_LOW_LATENCY_HFT_ARCHITECTURE	L3-LLM
ULO-UNIT_TESTING-02	ULO-UNIT_TESTING-01	Bloom progression within concept UNIT_TESTING	L3-LLM
ULO-UNIT_TESTING-03	ULO-UNIT_TESTING-02	Bloom progression within concept UNIT_TESTING	L3-LLM
ULO-UNIT_TESTING-04	ULO-UNIT_TESTING-03	Bloom progression within concept UNIT_TESTING	L3-LLM
ULO-UNPLUGGED_ALGORITHM_MIMICRY-02	ULO-UNPLUGGED_ALGORITHM_MIMICRY-01	Bloom progression within concept UNPLUGGED_ALGORITHM_MIMICRY	L3-LLM
ULO-UNPLUGGED_ALGORITHM_MIMICRY-03	ULO-UNPLUGGED_ALGORITHM_MIMICRY-02	Bloom progression within concept UNPLUGGED_ALGORITHM_MIMICRY	L3-LLM
ULO-UNPLUGGED_ALGORITHM_MIMICRY-04	ULO-UNPLUGGED_ALGORITHM_MIMICRY-03	Bloom progression within concept UNPLUGGED_ALGORITHM_MIMICRY	L3-LLM
ULO-USABILITY_TESTING-02	ULO-USABILITY_TESTING-01	Bloom progression within concept USABILITY_TESTING	L3-LLM
ULO-USABILITY_TESTING-03	ULO-USABILITY_TESTING-02	Bloom progression within concept USABILITY_TESTING	L3-LLM
ULO-USABILITY_TESTING-04	ULO-USABILITY_TESTING-03	Bloom progression within concept USABILITY_TESTING	L3-LLM
ULO-USER_CENTERED_DESIGN-02	ULO-USER_CENTERED_DESIGN-01	Bloom progression within concept USER_CENTERED_DESIGN	L3-LLM
ULO-USER_CENTERED_DESIGN-03	ULO-USER_CENTERED_DESIGN-02	Bloom progression within concept USER_CENTERED_DESIGN	L3-LLM
ULO-USER_CENTERED_DESIGN-04	ULO-USER_CENTERED_DESIGN-03	Bloom progression within concept USER_CENTERED_DESIGN	L3-LLM
ULO-USER_PERSONAS-02	ULO-USER_PERSONAS-01	Bloom progression within concept USER_PERSONAS	L3-LLM
ULO-USER_PERSONAS-03	ULO-USER_PERSONAS-02	Bloom progression within concept USER_PERSONAS	L3-LLM
ULO-USER_PERSONAS-04	ULO-USER_PERSONAS-03	Bloom progression within concept USER_PERSONAS	L3-LLM
ULO-VECTOR_EMBEDDING_SEARCH-02	ULO-VECTOR_EMBEDDING_SEARCH-01	Bloom progression within concept VECTOR_EMBEDDING_SEARCH	L3-LLM
ULO-VECTOR_EMBEDDING_SEARCH-03	ULO-VECTOR_EMBEDDING_SEARCH-02	Bloom progression within concept VECTOR_EMBEDDING_SEARCH	L3-LLM
ULO-VECTOR_EMBEDDING_SEARCH-04	ULO-VECTOR_EMBEDDING_SEARCH-03	Bloom progression within concept VECTOR_EMBEDDING_SEARCH	L3-LLM
ULO-VERSION_CONTROL_WORKFLOW-02	ULO-VERSION_CONTROL_WORKFLOW-01	Bloom progression within concept VERSION_CONTROL_WORKFLOW	L3-LLM
ULO-VERSION_CONTROL_WORKFLOW-03	ULO-VERSION_CONTROL_WORKFLOW-02	Bloom progression within concept VERSION_CONTROL_WORKFLOW	L3-LLM
ULO-VERSION_CONTROL_WORKFLOW-04	ULO-VERSION_CONTROL_WORKFLOW-03	Bloom progression within concept VERSION_CONTROL_WORKFLOW	L3-LLM
ULO-VIEW_TRANSITIONS-02	ULO-VIEW_TRANSITIONS-01	Bloom progression within concept VIEW_TRANSITIONS	L3-LLM
ULO-VIEW_TRANSITIONS-03	ULO-VIEW_TRANSITIONS-02	Bloom progression within concept VIEW_TRANSITIONS	L3-LLM
ULO-VIEW_TRANSITIONS-04	ULO-VIEW_TRANSITIONS-03	Bloom progression within concept VIEW_TRANSITIONS	L3-LLM
ULO-VIRTUALIZATION-02	ULO-VIRTUALIZATION-01	Bloom progression within concept VIRTUALIZATION	L3-LLM
ULO-VIRTUALIZATION-03	ULO-VIRTUALIZATION-02	Bloom progression within concept VIRTUALIZATION	L3-LLM
ULO-VIRTUALIZATION-04	ULO-VIRTUALIZATION-03	Bloom progression within concept VIRTUALIZATION	L3-LLM
ULO-VIRTUAL_MEMORY-02	ULO-VIRTUAL_MEMORY-01	Bloom progression within concept VIRTUAL_MEMORY	L3-LLM
ULO-VIRTUAL_MEMORY-03	ULO-VIRTUAL_MEMORY-02	Bloom progression within concept VIRTUAL_MEMORY	L3-LLM
ULO-VIRTUAL_MEMORY-04	ULO-VIRTUAL_MEMORY-03	Bloom progression within concept VIRTUAL_MEMORY	L3-LLM
ULO-VISUAL_BLOCK_TO_CODE_TRANSITION-02	ULO-VISUAL_BLOCK_TO_CODE_TRANSITION-01	Bloom progression within concept VISUAL_BLOCK_TO_CODE_TRANSITION	L3-LLM
ULO-VISUAL_BLOCK_TO_CODE_TRANSITION-03	ULO-VISUAL_BLOCK_TO_CODE_TRANSITION-02	Bloom progression within concept VISUAL_BLOCK_TO_CODE_TRANSITION	L3-LLM
ULO-VISUAL_BLOCK_TO_CODE_TRANSITION-04	ULO-VISUAL_BLOCK_TO_CODE_TRANSITION-03	Bloom progression within concept VISUAL_BLOCK_TO_CODE_TRANSITION	L3-LLM
ULO-WCAG_PRINCIPLES-02	ULO-WCAG_PRINCIPLES-01	Bloom progression within concept WCAG_PRINCIPLES	L3-LLM
ULO-WCAG_PRINCIPLES-03	ULO-WCAG_PRINCIPLES-02	Bloom progression within concept WCAG_PRINCIPLES	L3-LLM
ULO-WCAG_PRINCIPLES-04	ULO-WCAG_PRINCIPLES-03	Bloom progression within concept WCAG_PRINCIPLES	L3-LLM
ULO-WEARABLE_PHYSIOLOGICAL_MONITORING-02	ULO-WEARABLE_PHYSIOLOGICAL_MONITORING-01	Bloom progression within concept WEARABLE_PHYSIOLOGICAL_MONITORING	L3-LLM
ULO-WEARABLE_PHYSIOLOGICAL_MONITORING-03	ULO-WEARABLE_PHYSIOLOGICAL_MONITORING-02	Bloom progression within concept WEARABLE_PHYSIOLOGICAL_MONITORING	L3-LLM
ULO-WEARABLE_PHYSIOLOGICAL_MONITORING-04	ULO-WEARABLE_PHYSIOLOGICAL_MONITORING-03	Bloom progression within concept WEARABLE_PHYSIOLOGICAL_MONITORING	L3-LLM
ULO-WHILE_LOOP-02	ULO-WHILE_LOOP-01	Bloom progression within concept WHILE_LOOP	L3-LLM
ULO-WHILE_LOOP-03	ULO-WHILE_LOOP-02	Bloom progression within concept WHILE_LOOP	L3-LLM
ULO-WHILE_LOOP-04	ULO-WHILE_LOOP-03	Bloom progression within concept WHILE_LOOP	L3-LLM
ULO-WIREFRAMING-02	ULO-WIREFRAMING-01	Bloom progression within concept WIREFRAMING	L3-LLM
ULO-WIREFRAMING-03	ULO-WIREFRAMING-02	Bloom progression within concept WIREFRAMING	L3-LLM
ULO-WIREFRAMING-04	ULO-WIREFRAMING-03	Bloom progression within concept WIREFRAMING	L3-LLM
ULO-ZERO_TRUST_ARCHITECTURE-02	ULO-ZERO_TRUST_ARCHITECTURE-01	Bloom progression within concept ZERO_TRUST_ARCHITECTURE	L3-LLM
ULO-ZERO_TRUST_ARCHITECTURE-03	ULO-ZERO_TRUST_ARCHITECTURE-02	Bloom progression within concept ZERO_TRUST_ARCHITECTURE	L3-LLM
ULO-ZERO_TRUST_ARCHITECTURE-04	ULO-ZERO_TRUST_ARCHITECTURE-03	Bloom progression within concept ZERO_TRUST_ARCHITECTURE	L3-LLM
